word,phonetic,translation,example,example_translation,level,difficulty,topic,subtopic,exam_tags,part_of_speech
single,/ˈsɪŋɡəɫ/,單一的,The company offers a single occupancy room for visiting executives.,公司為拜訪的幹部提供單人房。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adj./n.
sir,/ˈsɝ/,先生,"Good morning, Sir. How may I assist you today?",早安，先生。今天我可以為您提供什麼協助？,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",n.
sit,/ˈsɪt/,坐下;就座;開會,Please sit down and wait for your turn.,請坐下並等候您的回合。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v.
site,/ˈsaɪt/,網站,The company's official website is the primary site for product information and online orders.,公司官方網站是獲取產品資訊和進行線上訂購的主要網站。,Beginner,1,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",n.
sites,/ˈsaɪts/,網站,Our company maintains several websites to promote its products and services.,我們公司維護幾個網站以推廣其產品和服務。,Beginner,1,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",n.
situation,/ˌsɪtʃuˈeɪʃən/,處境,The company is facing a difficult situation due to the recent economic downturn.,由於最近的經濟衰退，公司正面臨艱難的處境。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
situations,/ˌsɪtʃuˈeɪʃənz/,情境,The company needs to adapt its strategies to handle various market situations.,公司需要調整其策略以應對多種市場情境。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
sixth,/ˈsɪksθ/,第六,The meeting is scheduled for the sixth floor conference room.,會議安排在第六層會議室舉行。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adj./n.
sixty,/ˈsɪksti/,六十,The project budget is sixty thousand dollars.,這個專案的預算為六萬美元。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adj./n.
size,/ˈsaɪz/,尺寸,Could you please confirm the size and quantity of the order before shipment?,請在出貨前確認訂單的尺寸和數量。,Beginner,1,Corporate,Logistics,"TOEIC,Reading,Part5,Part7",n./adj.
skill,/ˈskɪɫ/,能力,Developing strong communication skills is essential for success in this role.,在職位上取得成功，培養良好的溝通技巧至關重要。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
skilled,/ˈskɪɫd/,具備特定技能或能力,The company is looking for a skilled accountant with experience in international tax law.,該公司正在尋找一位具備國際稅法經驗的熟練會計師。,Beginner,1,HumanResources,Recruitment,"TOEIC,Reading,Part5,Part7",adj.
skills,/ˈskɪɫz/,能力，技能,The company is looking for candidates with strong communication and problem-solving skills.,該公司正在尋找具備良好溝通和解決問題能力的候選人。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
skin,/ˈskɪn/,皮膚,The company needs to improve the user interface to provide a better skin for the application.,公司需要改善使用者介面，為應用程式提供更好的外觀。,Beginner,1,Marketing,Sales,"TOEIC,Reading,Part5,Part7",n.
sky,/ˈskaɪ/,天空,The project's budget needs to be reviewed to ensure it remains within the sky-high costs.,需要審查專案的預算，以確保其成本維持在合理範圍內。,Beginner,1,Corporate,Operations,"TOEIC,Reading,Part5,Part7",n.
sleep,/ˈsɫip/,睡眠,"Due to the tight deadline, employees are encouraged to take short naps during breaks to improve productivity.",由於截止日期很緊迫，員工們被鼓勵在休息時間小睡片刻，以提高工作效率。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./v.
sleeping,/ˈsɫipɪŋ/,睡眠狀態,The meeting was postponed because several key personnel were sleeping during the presentation.,由於幾位關鍵人員在簡報期間打瞌睡，會議被延遲了。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v./adj.
slow,/ˈsɫoʊ/,慢的,The internet connection is very slow today.,今天的網路連線非常慢。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adj./adv.
slowly,/ˈsɫoʊɫi/,緩慢地,The report needs to be processed slowly and carefully to avoid errors.,為了避免錯誤，報告需要緩慢且仔細地處理。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adv.
small,/ˈsmɔɫ/,小的,We need to make some small adjustments to the project plan.,我們需要對專案計畫進行一些小的調整。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",adj./adv.
smart,/ˈsmɑɹt/,足智多謀的,Our team needs smart solutions to reduce operational costs.,我們需要聰明的解決方案來降低營運成本。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adj./adv.
smartphone,/ˈsmɑɹtˌfoʊn/,智慧型手機,The company provides employees with a smartphone and data plan to facilitate communication.,公司為員工提供智慧型手機和數據方案，以促進溝通。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
smartphones,/ˈsmɑɹtˌfoʊnz/,智慧型手機,Our company provides smartphones to all employees to facilitate communication and access to company resources.,我們公司為所有員工提供智慧型手機，以促進溝通並存取公司資源。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",n.
smell,/ˈsmɛɫ/,聞氣味,"The strong smell of coffee filled the office, creating a pleasant atmosphere.",濃郁的咖啡氣味瀰漫在辦公室，營造出令人愉悅的氛圍。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./v.
smile,/ˈsmaɪɫ/,展現友善或愉悅的表情,The CEO's warm smile reassured the investors during the presentation.,簡報時，執行長友善的微笑讓投資人感到安心。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",n./v.
smoke,/ˈsmoʊk/,煙霧,The company has implemented a strict no-smoking policy in all office areas.,公司已在其所有辦公區域實施嚴格的禁煙政策。,Beginner,1,Corporate,Operations,"TOEIC,Reading,Part5,Part7",n./v.
snack,/ˈsnæk/,點心，零食,The vending machine offers a variety of snacks and drinks for employees.,自動販賣機為員工提供多種點心和飲料。,Beginner,1,Travel,Dining,"TOEIC,Reading,Part5,Part7",n.
snacks,/ˈsnæks/,點心，零食，通常指在正餐之間或非正式場合食用的少量食物。,The conference attendees enjoyed complimentary snacks and beverages during the networking session.,在交流會議期間，與會者享用了免費的點心和飲料。,Beginner,1,Travel,Dining,"TOEIC,Reading,Part5,Part7",n.
snow,/ˈsnoʊ/,降雪,"Due to heavy snow, all flights to the airport have been cancelled.",由於降雪嚴重，所有飛往機場的航班都已取消。,Beginner,1,Travel,Transit,"TOEIC,Reading,Part5,Part7",n.
so,/ˈsoʊ/,如此,"It was raining heavily, so we decided to stay indoors.",當時下著大雨，所以我們決定待在室內。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",adv./conjunction
social,/ˈsoʊʃəɫ/,與人互動，社交的,The company encourages employees to participate in social events to build team cohesion.,公司鼓勵員工參與社交活動以建立團隊凝聚力。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",adj./n.
sofa,/ˈsoʊfə/,沙發,Please take a seat on the sofa while you wait for your appointment.,在等候預約的時候請坐在沙發上。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
software,"/ˈsɔfˌwɛɹ/, /ˈsɔftˌwɛɹ/",軟體,Our company is investing heavily in new software to improve operational efficiency.,我們公司正在大量投資新軟體以提高營運效率。,Beginner,1,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",n.
sold,/ˈsoʊɫd/,售出,"The company sold over 10,000 units of the new product in its first month.","公司在第一個月售出了超過 10,000 個新產品。",Beginner,1,Marketing,Sales,"TOEIC,Reading,Part5,Part7",v.
solution,/səˈɫuʃən/,解決方案,Our team is working on a cost-effective solution to reduce operational expenses.,我們的團隊正在努力尋找一種具成本效益的解決方案來降低營運費用。,Beginner,1,Corporate,Operations,"TOEIC,Reading,Part5,Part7",n.
solve,/ˈsɑɫv/,解決,The IT department needs to solve the network connectivity issues before the meeting.,在會議開始前，IT部門需要解決網路連線問題。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v.
solved,/ˈsɑɫvd/,解決,The IT department quickly solved the network outage issue.,資訊部門迅速解決了網路中斷的問題。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v.
some,/ˈsəm/,一些,I need some time to complete this report.,我需要一些時間來完成這份報告。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",determiner/pronoun
somebody,"/ˈsəmˌbɑdi/, /ˈsəmbəˌdi/",某人,Somebody left their briefcase in the conference room.,有人把公事包忘在會議室裡。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",pronoun
someone,/ˈsəmˌwən/,某人,Someone left their briefcase in the conference room.,有人把公事包忘在會議室裡。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",pronoun
something,/ˈsəmθɪŋ/,某事,"The manager mentioned there's something wrong with the shipment, but he didn't specify what.",經理提到貨運出了點問題，但他沒有具體說明是什麼。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./pronoun
sometimes,"/ˈsəmˌtaɪmz/, /səmˈtaɪmz/",有時候,"Sometimes, it's difficult to balance work and personal life.",有時候，要平衡工作和個人生活是很困難的。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",adv.
somewhere,/ˈsəmˌwɛɹ/,在某個地方,The manager mentioned he's attending a conference somewhere in Europe next week.,經理提到他下週會在歐洲的某個地方參加會議。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",adv.
son,/ˈsən/,兒子,Their eldest son is studying abroad.,他們的大兒子正在國外讀書。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",n.
song,/ˈsɔŋ/,歌曲,The marketing team is developing a catchy song to promote the new product.,行銷團隊正在開發一首朗朗上口的歌曲來推廣新產品。,Beginner,1,Marketing,Sales,"TOEIC,Reading,Part5,Part7",n.
soon,/ˈsun/,不久的將來,We expect to finalize the contract soon.,我們預期很快就會完成合約。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adv.
sorry,/ˈsɑɹi/,抱歉的,I'm sorry for the delay in responding to your email.,很抱歉延遲回覆您的電子郵件。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",adj./interjection
sort,/ˈsɔɹt/,分類,Could you sort these invoices by date for easier processing?,您能按照日期對這些發票進行分類，以便更輕鬆地處理嗎？,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v.
sounds,"/ˈsaʊndz/, /ˈsaʊnz/",聽起來,"The proposal sounds promising, but we need more detailed financial projections.",這份提案聽起來很有前景，但我們需要更詳細的財務預測。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",n./v.
soup,/ˈsup/,湯,The chef prepared a delicious tomato soup for dinner.,廚師為晚餐準備了一道美味的番茄湯。,Beginner,1,Travel,Dining,"TOEIC,Reading,Part5,Part7",n.
source,/ˈsɔɹs/,來源,The report cited several sources to support its findings.,該報告引用了多個來源來支持其發現。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
sources,/ˈsɔɹsəz/,資源,The report cited several sources to support its findings.,該報告引用了幾個來源來支持其發現。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
south,/ˈsaʊθ/,南方,The company's headquarters are located in the south of France.,該公司的總部位於法國南部。,Beginner,1,Travel,Transit,"TOEIC,Reading,Part5,Part7",n./adv.
southeast,/ˌsaʊˈθist/,東南方向,The company's new distribution center is located in the southeast region of the country.,該公司的新的配送中心位於該國的東南區域。,Beginner,1,Travel,Transit,"TOEIC,Reading,Part5,Part7",adj./n.
space,/ˈspeɪs/,空間,We need to find a suitable space for the new office expansion.,我們需要找到一個合適的空間來擴展新辦公室。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
speak,/ˈspik/,說話,The CEO will speak at the annual shareholders' meeting.,執行長將在年度股東大會上發表演講。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",v.
speaker,/ˈspikɝ/,演講者,The keynote speaker will address the audience about the company's future strategy.,主題演講者將向聽眾闡述公司的未來策略。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",n.
speakers,/ˈspikɝz/,揚聲器,The conference room is equipped with high-quality speakers for clear presentations.,會議室配備高品質揚聲器，以確保簡報清晰。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",n.
speaking,/ˈspikɪŋ/,口頭表達,The candidate's speaking skills were impressive during the interview.,候選人在面試中的口頭表達能力令人印象深刻。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",n./v.
special,/ˈspɛʃəɫ/,獨特的,The company offers a special discount for first-time customers.,公司為首次顧客提供特別折扣。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adj.
specific,"/spəˈsɪfɪk/, /spɪˈsɪfɪk/",明確的,Could you please provide more specific details about the project timeline?,您能請提供關於專案時程表更具體的細節嗎？,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adj.
speech,/ˈspitʃ/,演講,The CEO will deliver a speech on the company's future strategy at the annual conference.,執行長將在年度會議上發表關於公司未來策略的演講。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",n./v.
speed,/ˈspid/,速度,The company is investing in new technology to increase production speed.,公司正在投資新技術以提高生產速度。,Beginner,1,Corporate,Operations,"TOEIC,Reading,Part5,Part7",n./v.
spell,/ˈspɛɫ/,拼寫,Could you please spell your last name for me? I want to make sure I have it correct in the system.,請您能拼出您的姓氏嗎？我想確保我在系統中記錄正確。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",v.
spend,/ˈspɛnd/,花費,The company plans to spend $5 million on marketing campaigns this quarter.,本公司計劃在本季投放 500 萬美元用於行銷活動。,Beginner,1,Finance,Accounting,"TOEIC,Reading,Part5,Part7",v./n.
spent,/ˈspɛnt/,花費，使用完畢,The company spent a significant amount on marketing campaigns last quarter.,上個季度，公司在行銷活動上花費了大量資金。,Beginner,1,Finance,Accounting,"TOEIC,Reading,Part5,Part7",v.
spoke,/ˈspoʊk/,說話,"During the conference call, the CEO spoke about the company's future plans.",在電話會議中，執行長談論了公司的未來計畫。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",v.
sport,/ˈspɔɹt/,運動,The company sponsors several local sports teams to enhance its brand image.,公司贊助多支當地體育隊伍，以提升品牌形象。,Beginner,1,Corporate,Operations,"TOEIC,Reading,Part5,Part7",n.
